timestamp,longitude,latitude,altitude,v_north,v_east,v_down,a_north,a_east,a_down
0.0,116.43502121656245,39.90942845050079,100.0,-18.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.909275565827784,100.0,-16.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.9091406675869,100.0,-14.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.90902375577813,100.0,-12.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.90892483040148,100.0,-10.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.90884389145695,100.0,-8.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.90878093894453,100.0,-6.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.908735972864235,100.0,-4.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.90870899321606,100.0,-2.0,0.0,0.0,2.0,0,0
0.0,116.43502121656245,39.9087,100.0,0.0,0.0,0.0,0,2.0,0
0.0,116.43503294071085,39.9087,100.0,0.0,2.0,0.0,0,2.0,0
0.0,116.43506811315609,39.9087,100.0,0.0,4.0,0.0,0,2.0,0
0.0,116.43512673389814,39.9087,100.0,0.0,6.0,0.0,0,2.0,0
0.0,116.43520880293703,39.9087,100.0,0.0,8.0,0.0,0,2.0,0
0.0,116.43531432027272,39.9087,100.0,0.0,10.0,0.0,0,2.0,0
0.0,116.43544328590524,39.9087,100.0,0.0,12.0,0.0,0,2.0,0
0.0,116.43559569983458,39.9087,100.0,0.0,14.0,0.0,0,2.0,0
0.0,116.43577156206074,39.9087,100.0,0.0,16.0,0.0,0,2.0,0
0.0,116.43597087258372,39.9087,100.0,0.0,18.0,0.0,0,2.0,0
0.0,116.43619363140353,39.9087,100.0,0.0,20.0,0.0,0,2.0,0
0.0,116.43643983852016,39.9087,100.0,0.0,22.0,0.0,0,2.0,0
0.0,116.4367094939336,39.9087,100.0,0.0,24.0,0.0,0,2.0,0
0.0,116.43700259764388,39.9087,100.0,0.0,26.0,0.0,0,2.0,0
0.0,116.43731914965097,39.9087,100.0,0.0,28.0,0.0,0,2.0,0
0.0,116.43765914995488,39.9087,100.0,0.0,30.0,0.0,0,2.0,0
0.0,116.43802259855562,39.9087,100.0,0.0,32.0,0.0,0,2.0,0
0.0,116.43840949545317,39.9087,100.0,0.0,34.0,0.0,0,2.0,0
0.0,116.43881984064755,39.9087,100.0,0.0,36.0,0.0,0,2.0,0
0.0,116.43925363413875,39.9087,100.0,0.0,38.0,0.0,0,2.0,0
0.0,116.43971087592678,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44017984186321,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44064880779965,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44111777373608,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44158673967252,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44205570560895,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44252467154539,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44299363748182,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44346260341825,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44393156935469,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44440053529112,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44486950122756,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44533846716399,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44580743310043,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44627639903686,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.4467453649733,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44721433090973,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44768329684617,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.4481522627826,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44862122871903,39.9087,100.0,0.0,40.0,0.0,0,0,0
0.0,116.44909019465547,39.9087,100.0,0.0,40.0,0.0,0,-2.0,0
0.0,116.4495474364435,39.9087,100.0,0.0,38.0,0.0,0,-2.0,0
0.0,116.44998122993469,39.9087,100.0,0.0,36.0,0.0,0,-2.0,0
0.0,116.45039157512907,39.9087,100.0,0.0,34.0,0.0,0,-2.0,0
0.0,116.45077847202663,39.9087,100.0,0.0,32.0,0.0,0,-2.0,0
0.0,116.45114192062736,39.9087,100.0,0.0,30.0,0.0,0,-2.0,0
0.0,116.45148192093127,39.9087,100.0,0.0,28.0,0.0,0,-2.0,0
0.0,116.45179847293836,39.9087,100.0,0.0,26.0,0.0,0,-2.0,0
0.0,116.45209157664864,39.9087,100.0,0.0,24.0,0.0,0,-2.0,0
0.0,116.45236123206209,39.9087,100.0,0.0,22.0,0.0,0,-2.0,0
0.0,116.45260743917872,39.9087,100.0,0.0,20.0,0.0,0,-2.0,0
